"household_id","province","urban_rural","household_size","income_category","enumeration_area","dwelling_type"
455,"Limpopo","Urban",1,"High","EA_0083","House"
456,"Limpopo","Urban",6,"Low","EA_0023","Townhouse"
457,"KwaZulu-Natal","Urban",3,"Low","EA_0388","House"
458,"Gauteng","Urban",5,"Low","EA_0313","Townhouse"
459,"KwaZulu-Natal","Urban",1,"High","EA_0229","House"
460,"North West","Urban",4,"Low","EA_0358","Flat"
461,"Eastern Cape","Rural",4,"Low","EA_0157","Traditional"
462,"Limpopo","Rural",4,"Low","EA_0145","House"
463,"Gauteng","Urban",6,"Medium","EA_0356","House"
464,"Gauteng","Urban",3,"High","EA_0255","Informal"
465,"Eastern Cape","Urban",3,"Medium","EA_0366","Townhouse"
466,"Western Cape","Urban",6,"Medium","EA_0170","Informal"
467,"KwaZulu-Natal","Urban",6,"Low","EA_0495","Townhouse"
468,"Gauteng","Urban",3,"Low","EA_0317","House"
469,"Gauteng","Rural",1,"Low","EA_0184","House"
470,"Limpopo","Urban",5,"High","EA_0085","House"
471,"Gauteng","Rural",5,"Low","EA_0306","House"
472,"Limpopo","Rural",7,"Low","EA_0064","Informal"
473,"Gauteng","Urban",3,"Low","EA_0406","Flat"
474,"Gauteng","Urban",5,"Low","EA_0098","Informal"
475,"Eastern Cape","Urban",5,"Low","EA_0173","Flat"
476,"KwaZulu-Natal","Urban",5,"Medium","EA_0050","House"
477,"Limpopo","Urban",5,"Medium","EA_0236","Townhouse"
478,"KwaZulu-Natal","Urban",3,"Medium","EA_0038","Townhouse"
479,"Eastern Cape","Urban",5,"Low","EA_0262","House"
480,"Western Cape","Urban",1,"Low","EA_0066","Informal"
481,"Western Cape","Urban",4,"Medium","EA_0473","House"
482,"Limpopo","Urban",5,"Low","EA_0063","House"
483,"KwaZulu-Natal","Rural",4,"Medium","EA_0330","Informal"
484,"KwaZulu-Natal","Urban",7,"Low","EA_0308","Flat"
485,"North West","Urban",4,"Low","EA_0296","Townhouse"
486,"North West","Urban",1,"Low","EA_0135","House"
487,"KwaZulu-Natal","Urban",2,"Medium","EA_0191","Townhouse"
488,"North West","Urban",6,"Low","EA_0022","House"
489,"Gauteng","Urban",7,"Low","EA_0113","Flat"
490,"KwaZulu-Natal","Urban",2,"Medium","EA_0415","Flat"
491,"KwaZulu-Natal","Urban",6,"Medium","EA_0296","Informal"
492,"Limpopo","Rural",3,"High","EA_0430","House"
493,"Eastern Cape","Urban",3,"High","EA_0269","House"
494,"Gauteng","Rural",3,"Medium","EA_0194","Traditional"
495,"Limpopo","Urban",3,"High","EA_0181","Townhouse"
496,"Gauteng","Urban",3,"Medium","EA_0275","House"
497,"Gauteng","Urban",5,"Medium","EA_0213","Townhouse"
498,"Gauteng","Rural",5,"High","EA_0272","House"
499,"Free State","Urban",5,"Low","EA_0180","House"
500,"Gauteng","Urban",4,"Low","EA_0295","Townhouse"
501,"Eastern Cape","Urban",4,"Medium","EA_0486","Flat"
502,"KwaZulu-Natal","Urban",5,"High","EA_0198","House"
503,"Eastern Cape","Urban",6,"Medium","EA_0051","Townhouse"
504,"Eastern Cape","Urban",7,"Medium","EA_0431","Flat"
505,"Eastern Cape","Rural",5,"Medium","EA_0043","House"
506,"North West","Urban",3,"Medium","EA_0110","Townhouse"
507,"Mpumalanga","Rural",3,"Low","EA_0340","House"
508,"KwaZulu-Natal","Urban",4,"Medium","EA_0409","House"
509,"KwaZulu-Natal","Urban",2,"Medium","EA_0015","House"
510,"Gauteng","Rural",4,"Low","EA_0331","House"
511,"Northern Cape","Rural",3,"Medium","EA_0322","House"
512,"North West","Urban",2,"Medium","EA_0451","House"
513,"KwaZulu-Natal","Urban",2,"Medium","EA_0221","House"
514,"KwaZulu-Natal","Urban",5,"High","EA_0280","House"
515,"Limpopo","Rural",5,"Medium","EA_0421","House"
516,"Western Cape","Rural",4,"High","EA_0373","House"
517,"Eastern Cape","Urban",5,"Medium","EA_0455","Flat"
518,"Gauteng","Urban",6,"Medium","EA_0124","House"
519,"Free State","Urban",7,"Low","EA_0066","House"
520,"Gauteng","Urban",5,"High","EA_0452","Flat"
521,"KwaZulu-Natal","Urban",2,"Low","EA_0342","Townhouse"
522,"Gauteng","Urban",7,"Medium","EA_0270","House"
523,"Western Cape","Rural",1,"Low","EA_0017","House"
524,"Eastern Cape","Urban",7,"Low","EA_0395","House"
525,"KwaZulu-Natal","Urban",4,"Medium","EA_0246","House"
526,"Gauteng","Rural",4,"Low","EA_0185","House"
527,"Gauteng","Urban",4,"Medium","EA_0440","House"
528,"Mpumalanga","Urban",2,"Low","EA_0294","Flat"
529,"Gauteng","Urban",3,"Medium","EA_0361","House"
530,"Gauteng","Urban",2,"High","EA_0490","House"
531,"Northern Cape","Urban",2,"Medium","EA_0152","House"
532,"Free State","Rural",3,"High","EA_0128","House"
533,"North West","Urban",2,"Medium","EA_0240","Flat"
534,"Gauteng","Urban",4,"Medium","EA_0053","House"
535,"Western Cape","Urban",5,"Low","EA_0276","Informal"
536,"Gauteng","Urban",3,"Medium","EA_0443","House"
537,"Mpumalanga","Urban",6,"Low","EA_0014","House"
538,"KwaZulu-Natal","Rural",4,"Medium","EA_0278","House"
539,"Western Cape","Rural",4,"High","EA_0190","House"
540,"Western Cape","Rural",3,"Low","EA_0110","Traditional"
541,"KwaZulu-Natal","Rural",9,"Medium","EA_0374","House"
542,"Eastern Cape","Rural",5,"Low","EA_0017","Traditional"
543,"Western Cape","Urban",5,"Medium","EA_0434","House"
544,"Western Cape","Rural",6,"Medium","EA_0278","House"
545,"KwaZulu-Natal","Urban",3,"Medium","EA_0325","House"
546,"Limpopo","Rural",8,"Medium","EA_0360","House"
547,"Eastern Cape","Rural",5,"Medium","EA_0111","Informal"
548,"Mpumalanga","Rural",4,"Low","EA_0037","House"
549,"Gauteng","Rural",6,"Medium","EA_0383","Traditional"
550,"Mpumalanga","Urban",4,"Medium","EA_0483","House"
551,"KwaZulu-Natal","Rural",3,"Low","EA_0420","House"
552,"Limpopo","Rural",8,"Medium","EA_0451","Traditional"
553,"Limpopo","Urban",4,"Low","EA_0493","Flat"
554,"Eastern Cape","Rural",3,"Medium","EA_0043","House"
555,"Mpumalanga","Urban",3,"High","EA_0166","House"
556,"Gauteng","Urban",9,"High","EA_0498","Townhouse"
557,"Mpumalanga","Urban",2,"Low","EA_0283","House"
558,"KwaZulu-Natal","Urban",3,"Low","EA_0413","Flat"
559,"Gauteng","Urban",7,"Medium","EA_0182","House"
560,"Gauteng","Rural",4,"High","EA_0362","House"
561,"Western Cape","Urban",5,"Low","EA_0207","Flat"
562,"Gauteng","Rural",3,"Low","EA_0324","House"
563,"KwaZulu-Natal","Urban",2,"Low","EA_0297","House"
564,"Limpopo","Rural",7,"High","EA_0283","Traditional"
565,"Mpumalanga","Urban",5,"Medium","EA_0075","House"
566,"Free State","Rural",5,"Low","EA_0373","Traditional"
567,"Gauteng","Urban",4,"High","EA_0025","Flat"
568,"Western Cape","Urban",3,"Medium","EA_0142","Townhouse"
569,"KwaZulu-Natal","Urban",7,"High","EA_0098","Townhouse"
570,"Western Cape","Urban",5,"Low","EA_0394","House"
571,"North West","Rural",6,"Medium","EA_0162","House"
572,"Mpumalanga","Urban",6,"High","EA_0358","House"
573,"Gauteng","Urban",1,"Low","EA_0335","Informal"
574,"Western Cape","Urban",6,"Low","EA_0396","Informal"
575,"Limpopo","Rural",3,"Low","EA_0015","House"
576,"Eastern Cape","Urban",3,"Medium","EA_0200","House"
577,"Western Cape","Urban",2,"Low","EA_0299","House"
578,"Mpumalanga","Urban",7,"Low","EA_0127","Flat"
579,"Gauteng","Rural",2,"Low","EA_0331","House"
580,"Eastern Cape","Rural",3,"Low","EA_0396","House"
581,"Gauteng","Urban",2,"Medium","EA_0263","Townhouse"
582,"KwaZulu-Natal","Urban",5,"Low","EA_0282","House"
583,"KwaZulu-Natal","Rural",4,"Low","EA_0014","House"
584,"KwaZulu-Natal","Urban",3,"High","EA_0079","Flat"
585,"North West","Urban",4,"Low","EA_0275","Townhouse"
586,"KwaZulu-Natal","Rural",6,"Medium","EA_0489","House"
587,"Western Cape","Urban",1,"Medium","EA_0390","House"
588,"KwaZulu-Natal","Urban",3,"High","EA_0440","Flat"
589,"Gauteng","Urban",5,"Medium","EA_0306","Flat"
590,"Gauteng","Rural",4,"Low","EA_0288","Informal"
591,"Eastern Cape","Urban",4,"Medium","EA_0202","House"
592,"Gauteng","Urban",4,"Low","EA_0228","Informal"
593,"Eastern Cape","Urban",4,"Medium","EA_0497","Flat"
594,"Gauteng","Urban",9,"Medium","EA_0439","Informal"
595,"KwaZulu-Natal","Urban",3,"High","EA_0035","Flat"
596,"Eastern Cape","Urban",4,"Medium","EA_0448","Townhouse"
597,"KwaZulu-Natal","Urban",9,"Medium","EA_0214","House"
598,"KwaZulu-Natal","Rural",5,"Low","EA_0075","House"
599,"North West","Urban",8,"Low","EA_0138","Flat"
600,"Mpumalanga","Rural",7,"Low","EA_0147","House"
601,"Gauteng","Urban",6,"Medium","EA_0271","House"
602,"Mpumalanga","Urban",2,"Medium","EA_0442","Townhouse"
603,"KwaZulu-Natal","Urban",3,"Medium","EA_0049","House"
604,"KwaZulu-Natal","Urban",5,"High","EA_0295","Townhouse"
605,"Western Cape","Rural",1,"Medium","EA_0278","House"
606,"Western Cape","Urban",5,"Low","EA_0129","Townhouse"
607,"Gauteng","Urban",3,"High","EA_0336","Townhouse"
608,"Western Cape","Urban",4,"Low","EA_0421","House"
609,"Gauteng","Rural",3,"Low","EA_0029","House"
610,"Western Cape","Rural",2,"Medium","EA_0416","House"
611,"KwaZulu-Natal","Urban",7,"Medium","EA_0066","Flat"
612,"Eastern Cape","Urban",2,"Medium","EA_0173","Flat"
613,"North West","Rural",5,"Low","EA_0344","House"
614,"Limpopo","Urban",1,"Low","EA_0027","House"
615,"Gauteng","Urban",6,"Low","EA_0308","Flat"
616,"Northern Cape","Urban",4,"Medium","EA_0123","Informal"
617,"Gauteng","Urban",4,"High","EA_0256","House"
618,"Western Cape","Rural",5,"Medium","EA_0183","House"
619,"Mpumalanga","Rural",4,"Low","EA_0447","Informal"
620,"KwaZulu-Natal","Rural",7,"Medium","EA_0287","Traditional"
621,"Mpumalanga","Urban",3,"Low","EA_0146","House"
622,"Eastern Cape","Urban",6,"Low","EA_0473","Flat"
623,"Gauteng","Urban",5,"Medium","EA_0423","House"
624,"Gauteng","Urban",2,"Medium","EA_0330","Flat"
625,"Limpopo","Urban",6,"Low","EA_0028","Flat"
626,"Mpumalanga","Urban",5,"Low","EA_0487","Townhouse"
627,"Limpopo","Rural",7,"Medium","EA_0320","Traditional"
628,"Limpopo","Urban",7,"High","EA_0142","House"
629,"Gauteng","Rural",7,"Medium","EA_0351","House"
630,"Gauteng","Urban",5,"High","EA_0096","House"
631,"Limpopo","Urban",3,"Medium","EA_0214","House"
632,"KwaZulu-Natal","Urban",6,"Medium","EA_0092","House"
633,"Mpumalanga","Rural",8,"Medium","EA_0022","House"
634,"Western Cape","Rural",5,"Medium","EA_0163","Traditional"
635,"Gauteng","Urban",1,"Medium","EA_0158","Townhouse"
636,"Mpumalanga","Urban",3,"Medium","EA_0343","House"
637,"Gauteng","Urban",6,"High","EA_0275","House"
638,"Gauteng","Urban",3,"Low","EA_0099","House"
639,"Free State","Urban",6,"High","EA_0431","Flat"
640,"Eastern Cape","Urban",6,"Low","EA_0183","Informal"
641,"Mpumalanga","Urban",4,"Low","EA_0380","House"
642,"Gauteng","Rural",4,"Medium","EA_0421","House"
643,"Eastern Cape","Rural",6,"Low","EA_0083","Informal"
644,"KwaZulu-Natal","Urban",2,"Low","EA_0402","Townhouse"
645,"Western Cape","Urban",5,"Medium","EA_0468","House"
646,"Free State","Rural",5,"High","EA_0111","House"
647,"KwaZulu-Natal","Urban",5,"Medium","EA_0500","House"
648,"Free State","Urban",5,"Medium","EA_0369","House"
649,"Eastern Cape","Urban",5,"Medium","EA_0234","Informal"
650,"Gauteng","Urban",3,"Medium","EA_0355","Townhouse"
651,"Western Cape","Rural",4,"Low","EA_0206","Traditional"
652,"Eastern Cape","Urban",7,"Low","EA_0493","House"
653,"KwaZulu-Natal","Urban",6,"Low","EA_0189","Flat"
654,"Limpopo","Urban",1,"Low","EA_0434","House"
655,"Limpopo","Urban",6,"Low","EA_0472","House"
656,"North West","Rural",5,"Medium","EA_0008","House"
657,"Mpumalanga","Urban",5,"Medium","EA_0373","House"
658,"KwaZulu-Natal","Urban",5,"Medium","EA_0439","Flat"
659,"Gauteng","Urban",3,"Medium","EA_0124","House"
660,"Mpumalanga","Urban",6,"Low","EA_0167","House"
661,"Gauteng","Rural",2,"Low","EA_0290","House"
662,"Free State","Urban",3,"Low","EA_0095","House"
663,"KwaZulu-Natal","Rural",5,"High","EA_0321","House"
664,"Free State","Urban",5,"High","EA_0254","Townhouse"
665,"Limpopo","Rural",4,"Medium","EA_0151","House"
666,"Gauteng","Urban",5,"Low","EA_0014","Townhouse"
667,"Gauteng","Urban",4,"Medium","EA_0276","House"
668,"Western Cape","Rural",3,"Low","EA_0362","House"
669,"Free State","Urban",4,"High","EA_0083","House"
670,"KwaZulu-Natal","Urban",2,"Medium","EA_0229","Flat"
671,"Limpopo","Rural",6,"Medium","EA_0416","House"
672,"KwaZulu-Natal","Rural",8,"Low","EA_0051","Informal"
673,"Gauteng","Rural",3,"Low","EA_0340","House"
674,"Mpumalanga","Rural",4,"Low","EA_0141","Traditional"
675,"Western Cape","Urban",6,"Medium","EA_0152","House"
676,"Eastern Cape","Urban",4,"Low","EA_0396","Informal"
677,"Western Cape","Rural",3,"Medium","EA_0365","House"
678,"Gauteng","Rural",4,"Low","EA_0175","Traditional"
679,"Gauteng","Rural",4,"Low","EA_0074","Traditional"
680,"Gauteng","Urban",7,"Medium","EA_0467","Informal"
681,"Limpopo","Urban",8,"Medium","EA_0095","House"
682,"Eastern Cape","Urban",7,"High","EA_0337","House"
683,"Free State","Urban",5,"Medium","EA_0414","House"
684,"Free State","Urban",5,"High","EA_0448","House"
685,"Western Cape","Urban",8,"Medium","EA_0263","Flat"
686,"Eastern Cape","Urban",2,"Medium","EA_0486","House"
687,"KwaZulu-Natal","Rural",2,"Medium","EA_0337","House"
688,"Gauteng","Rural",5,"Low","EA_0470","Traditional"
689,"Western Cape","Urban",6,"Medium","EA_0044","Flat"
690,"Gauteng","Rural",5,"Medium","EA_0397","House"
691,"Limpopo","Rural",3,"Medium","EA_0396","Traditional"
692,"Northern Cape","Urban",8,"Medium","EA_0220","Informal"
693,"Limpopo","Urban",4,"Low","EA_0391","House"
694,"Eastern Cape","Rural",4,"Low","EA_0069","House"
695,"Gauteng","Urban",3,"Medium","EA_0330","Flat"
696,"North West","Urban",6,"Low","EA_0285","Flat"
697,"KwaZulu-Natal","Urban",7,"Low","EA_0324","Informal"
698,"Western Cape","Rural",3,"Medium","EA_0461","House"
699,"Eastern Cape","Urban",3,"Medium","EA_0058","Townhouse"
700,"KwaZulu-Natal","Rural",3,"Low","EA_0189","House"
701,"Eastern Cape","Urban",5,"Medium","EA_0027","Informal"
702,"Gauteng","Rural",9,"Low","EA_0206","House"
703,"Western Cape","Rural",7,"Low","EA_0160","Traditional"
704,"Gauteng","Rural",7,"Low","EA_0144","House"
705,"Gauteng","Urban",3,"Medium","EA_0290","Townhouse"
706,"Northern Cape","Rural",8,"Medium","EA_0352","Traditional"
707,"Mpumalanga","Urban",5,"Low","EA_0385","House"
708,"Eastern Cape","Urban",3,"Low","EA_0398","Flat"
709,"Western Cape","Rural",3,"Medium","EA_0268","House"
710,"Gauteng","Urban",7,"Medium","EA_0023","Flat"
711,"Gauteng","Rural",4,"Medium","EA_0037","Informal"
712,"Free State","Urban",4,"Low","EA_0425","Townhouse"
713,"Western Cape","Rural",6,"Low","EA_0464","House"
714,"KwaZulu-Natal","Urban",3,"Medium","EA_0294","Flat"
715,"Western Cape","Urban",6,"Medium","EA_0026","Flat"
716,"KwaZulu-Natal","Rural",4,"Medium","EA_0342","Traditional"
717,"Northern Cape","Rural",10,"High","EA_0435","House"
718,"Limpopo","Rural",3,"Low","EA_0385","Traditional"
719,"Gauteng","Rural",2,"Medium","EA_0484","House"
720,"Gauteng","Urban",1,"Low","EA_0336","Informal"
721,"North West","Urban",1,"Medium","EA_0165","Informal"
722,"Eastern Cape","Rural",5,"Low","EA_0270","Informal"
723,"Gauteng","Rural",3,"Low","EA_0441","House"
724,"KwaZulu-Natal","Urban",6,"Low","EA_0463","Townhouse"
725,"KwaZulu-Natal","Rural",6,"Low","EA_0135","House"
726,"Free State","Urban",6,"Low","EA_0130","Flat"
727,"KwaZulu-Natal","Rural",7,"Medium","EA_0470","House"
728,"KwaZulu-Natal","Rural",4,"Low","EA_0105","Traditional"
729,"KwaZulu-Natal","Urban",4,"Medium","EA_0451","Informal"
730,"KwaZulu-Natal","Urban",4,"Low","EA_0425","House"
731,"Limpopo","Urban",2,"Medium","EA_0280","Informal"
732,"Limpopo","Rural",6,"High","EA_0419","House"
733,"Gauteng","Urban",5,"Medium","EA_0068","House"
734,"Western Cape","Rural",4,"Low","EA_0481","Traditional"
735,"Limpopo","Urban",4,"Low","EA_0195","Flat"
736,"Gauteng","Urban",8,"Medium","EA_0398","Flat"
737,"Gauteng","Rural",8,"Medium","EA_0299","Traditional"
738,"Western Cape","Urban",5,"Low","EA_0281","Flat"
739,"Limpopo","Urban",4,"Low","EA_0129","Flat"
740,"Free State","Urban",4,"Medium","EA_0078","Flat"
741,"Western Cape","Urban",7,"High","EA_0295","House"
742,"Free State","Urban",4,"High","EA_0097","Flat"
743,"KwaZulu-Natal","Urban",7,"Low","EA_0323","Flat"
744,"Gauteng","Rural",3,"Medium","EA_0363","House"
745,"Western Cape","Urban",3,"Low","EA_0478","Townhouse"
746,"Western Cape","Urban",8,"Medium","EA_0040","House"
747,"Free State","Rural",3,"Medium","EA_0376","Traditional"
748,"Mpumalanga","Rural",2,"Low","EA_0430","House"
749,"Mpumalanga","Urban",5,"Low","EA_0071","House"
750,"Gauteng","Urban",6,"Low","EA_0020","House"
751,"KwaZulu-Natal","Urban",8,"Low","EA_0499","House"
752,"Eastern Cape","Rural",7,"Low","EA_0036","Informal"
753,"North West","Rural",7,"Low","EA_0269","House"
754,"Mpumalanga","Rural",1,"Medium","EA_0239","Traditional"
755,"Eastern Cape","Rural",8,"Low","EA_0490","House"
756,"Gauteng","Urban",5,"Low","EA_0268","Flat"
757,"Western Cape","Rural",4,"Medium","EA_0368","Informal"
758,"Gauteng","Urban",2,"Medium","EA_0366","House"
759,"KwaZulu-Natal","Urban",5,"Low","EA_0430","House"
760,"Western Cape","Urban",3,"Low","EA_0411","Townhouse"
761,"Gauteng","Rural",4,"Low","EA_0386","House"
762,"KwaZulu-Natal","Urban",7,"Low","EA_0017","Flat"
763,"Western Cape","Urban",4,"Low","EA_0136","House"
764,"KwaZulu-Natal","Urban",6,"Medium","EA_0227","Informal"
765,"KwaZulu-Natal","Urban",5,"Medium","EA_0175","Flat"
766,"Limpopo","Urban",6,"High","EA_0291","House"
767,"Limpopo","Urban",6,"Medium","EA_0182","House"
768,"Free State","Urban",7,"Medium","EA_0110","House"
769,"North West","Rural",5,"Medium","EA_0101","Informal"
770,"KwaZulu-Natal","Rural",4,"Low","EA_0331","House"
771,"Gauteng","Rural",3,"Low","EA_0152","Informal"
772,"Mpumalanga","Rural",4,"Low","EA_0103","Informal"
773,"Free State","Urban",3,"Low","EA_0088","Townhouse"
774,"Gauteng","Urban",2,"Low","EA_0224","Townhouse"
775,"Gauteng","Urban",1,"Medium","EA_0140","House"
776,"Western Cape","Urban",7,"Medium","EA_0096","Townhouse"
777,"KwaZulu-Natal","Urban",4,"Low","EA_0466","House"
778,"KwaZulu-Natal","Rural",8,"Low","EA_0193","Traditional"
779,"Gauteng","Urban",5,"Low","EA_0105","Flat"
780,"Gauteng","Urban",3,"Low","EA_0420","Townhouse"
781,"Gauteng","Urban",3,"Medium","EA_0396","Informal"
782,"Free State","Urban",4,"Low","EA_0172","House"
783,"Eastern Cape","Urban",3,"Low","EA_0220","Townhouse"
784,"KwaZulu-Natal","Urban",3,"Medium","EA_0383","House"
785,"Western Cape","Urban",4,"Low","EA_0341","Informal"
786,"Mpumalanga","Rural",3,"High","EA_0280","Informal"
787,"Western Cape","Rural",1,"Low","EA_0369","Informal"
788,"Eastern Cape","Rural",9,"Medium","EA_0233","House"
789,"Gauteng","Urban",1,"High","EA_0426","House"
790,"North West","Urban",4,"Medium","EA_0164","Townhouse"
791,"Western Cape","Rural",4,"Medium","EA_0462","Informal"
792,"Western Cape","Urban",6,"Medium","EA_0291","House"
793,"KwaZulu-Natal","Rural",5,"Medium","EA_0119","House"
794,"Mpumalanga","Urban",2,"Medium","EA_0343","House"
795,"Limpopo","Urban",3,"Low","EA_0090","Flat"
796,"KwaZulu-Natal","Urban",4,"Medium","EA_0094","House"
797,"Western Cape","Urban",8,"Low","EA_0282","House"
798,"Western Cape","Urban",5,"Low","EA_0090","House"
799,"KwaZulu-Natal","Urban",3,"Medium","EA_0318","House"
800,"KwaZulu-Natal","Urban",4,"Low","EA_0116","House"
801,"Western Cape","Rural",3,"Medium","EA_0225","House"
802,"KwaZulu-Natal","Urban",9,"Low","EA_0013","House"
803,"Gauteng","Rural",2,"Low","EA_0374","House"
804,"KwaZulu-Natal","Urban",2,"Low","EA_0025","House"
805,"Gauteng","Urban",4,"Low","EA_0346","Flat"
806,"KwaZulu-Natal","Urban",9,"Medium","EA_0118","Flat"
807,"Eastern Cape","Urban",5,"Medium","EA_0254","House"
808,"Western Cape","Rural",6,"Low","EA_0433","Informal"
809,"Free State","Urban",4,"Medium","EA_0178","Townhouse"
810,"Limpopo","Urban",4,"Medium","EA_0003","Informal"
811,"Mpumalanga","Urban",2,"Medium","EA_0311","House"
812,"Gauteng","Rural",2,"Medium","EA_0444","House"
813,"Western Cape","Rural",5,"Medium","EA_0380","Traditional"
814,"KwaZulu-Natal","Rural",4,"Medium","EA_0167","House"
815,"Limpopo","Rural",4,"Low","EA_0126","House"
816,"Gauteng","Urban",1,"High","EA_0271","Flat"
817,"North West","Urban",5,"Low","EA_0468","Townhouse"
818,"Western Cape","Urban",2,"Low","EA_0372","Townhouse"
819,"KwaZulu-Natal","Rural",5,"Low","EA_0206","House"
820,"Free State","Urban",4,"Medium","EA_0322","House"
821,"Limpopo","Rural",3,"Low","EA_0443","House"
822,"Mpumalanga","Rural",5,"Low","EA_0273","House"
823,"KwaZulu-Natal","Rural",10,"Low","EA_0097","Traditional"
824,"Limpopo","Urban",2,"Medium","EA_0176","House"
825,"Western Cape","Urban",5,"Medium","EA_0203","House"
826,"KwaZulu-Natal","Rural",5,"High","EA_0007","Traditional"
827,"Gauteng","Urban",5,"Low","EA_0391","House"
828,"Mpumalanga","Rural",3,"Low","EA_0110","House"
829,"Gauteng","Urban",4,"Low","EA_0499","House"
830,"Western Cape","Rural",6,"Low","EA_0214","House"
831,"KwaZulu-Natal","Urban",4,"Low","EA_0247","Flat"
832,"Gauteng","Urban",4,"Low","EA_0092","Flat"
833,"Northern Cape","Rural",9,"Low","EA_0127","House"
834,"North West","Urban",7,"Low","EA_0094","House"
835,"Gauteng","Urban",10,"High","EA_0070","House"
836,"Limpopo","Urban",6,"Medium","EA_0015","Flat"
837,"Limpopo","Urban",5,"Low","EA_0177","House"
