"response_id","household_id","mode_sequence","initial_mode","final_mode","n_mode_switches","web_attempt_date","web_response","phone_attempt_date","phone_response","f2f_attempt_date","f2f_response","final_response_status","response_propensity_score","mode_preference_stated","device_type","completion_time_minutes","data_quality_score","item_nonresponse_rate","straightlining_detected","mode_effect_adjustment","cost_total","interviewer_id","paradata_available"
"MM00118","HH01339","Web-Phone","Web","Phone",0,2024-01-13,"Complete",19751,"No response",NA,NA,"No response",0.451134913692923,"Phone","Desktop",27,109.034539544058,0.034015032918493,0,1.15982001957341,13.88,"INT024",0
"MM00119","HH00130","F2F only","Face-to-face","Face-to-face",0,2024-01-01,"Complete",NA,NA,19755,"Complete","Complete",0.847927315069293,"Phone","Mobile",45,87.2683799762186,0.151585232197679,0,0.952516094680372,28.63,"INT011",1
"MM00120","HH01099","F2F only","Face-to-face","Face-to-face",1,2024-01-31,"Partial",NA,NA,19769,"Partial","Partial",0.501173698980802,"Phone","Tablet",55,51.4703640108118,0.100532708310865,0,0.724779528544777,36.84,"INT044",1
"MM00121","HH00442","Web-Phone","Web","Phone",0,2024-01-08,"No response",19749,"No response",NA,NA,"No response",0.623554319980609,"Face-to-face","Desktop",37,56.0668721861517,0.19311236941468,0,0.828925786634301,8.23,"INT019",1
"MM00122","HH01038","Web-Phone","Web","Phone",2,2024-01-19,"No response",19753,"Complete",NA,NA,"Complete",0.380027771474135,"Web","Mobile",41,71.2485488020446,0.0427740033271971,0,1.13839491036592,11.72,"INT025",1
"MM00123","HH00201","Web-F2F","Web","Face-to-face",0,2024-01-05,"Complete",NA,NA,19746,"Complete","Complete",0.627488061356923,"Face-to-face","NA",40,73.8236624387173,0.0498621484448815,0,1.07919782091565,39.2,"INT049",1
"MM00124","HH01430","Web only","Web","Web",2,2024-01-21,"No response",NA,NA,NA,NA,"No response",0.308176385882729,"Face-to-face","Tablet",20,91.0461948739953,0.037141863715905,0,1.07860937589554,2.17,NA,1
"MM00125","HH01239","Phone-F2F","Phone","Face-to-face",2,2024-01-23,"Complete",19755,"Partial",19772,"Complete","Complete",0.472571981085574,"Face-to-face","Mobile",42,79.8183027400357,0.232355607873988,0,0.985889502736986,34.06,"INT035",1
"MM00126","HH00805","F2F only","Face-to-face","Face-to-face",0,2024-01-03,"No response",NA,NA,19741,"Complete","Complete",0.448955116152938,"Face-to-face","NA",22,78.1712950004905,0.0604466096969335,0,0.988063423540863,28.91,"INT019",1
"MM00127","HH01397","Phone-F2F","Phone","Face-to-face",0,2024-01-17,"No response",19759,"Complete",19762,"Complete","Complete",0.172238727311544,"Phone","Desktop",38,83.6995345382546,0.116774401778464,0,0.828078952521499,26.62,"INT050",0
"MM00128","HH00557","Web-Phone","Web","Phone",2,2024-01-22,"No response",19751,"No response",NA,NA,"No response",0.368569966062298,"Web","Mobile",33,75.4828326803187,0.119084527149344,0,1.062560175105,13.88,"INT038",1
"MM00129","HH01226","F2F only","Face-to-face","Face-to-face",0,2024-01-17,"Complete",NA,NA,19768,"Complete","Complete",0.193901018411827,"Face-to-face","Desktop",48,96.1516919556336,0.0972924106452795,0,1.10327807615371,40.61,"INT010",1
"MM00130","HH00221","F2F only","Face-to-face","Face-to-face",2,2024-01-28,"Complete",NA,NA,19778,"Complete","Complete",0.365962497687418,"Web","Mobile",37,122.774326648275,0.099540928133423,0,0.921565631829942,35.84,"INT050",0
"MM00131","HH00382","Phone-F2F","Phone","Face-to-face",0,2024-01-31,"No response",19766,"No response",19786,"Complete","Complete",0.579486305272572,"No preference","Mobile",70,70.2220018230519,0.130541284299095,0,1.05113134093812,26.46,"INT019",1
"MM00132","HH00611","Web-F2F","Web","Face-to-face",3,2024-01-01,"No response",NA,NA,19749,"Complete","Complete",0.632201488944695,"Phone","Desktop",48,101.913813558748,0.0320673170313884,0,1.04064576989359,40.5,"INT002",0
"MM00133","HH00720","Web-Phone","Web","Phone",1,2024-01-02,"No response",19734,"No response",NA,NA,"No response",0.36421622992838,"No preference","NA",15,75.6436136524605,0.0525904145524918,1,0.957540993829324,8.02,"INT034",1
"MM00134","HH00858","Web-F2F","Web","Face-to-face",0,2024-01-09,"No response",NA,NA,19746,"Complete","Complete",0.336788416263532,"Web","Tablet",25,82.273030706605,0.0626103574218407,0,1.11145375152401,44.48,"INT007",1
"MM00135","HH01358","F2F only","Face-to-face","Face-to-face",1,2024-01-26,"Complete",NA,NA,19772,"Complete","Complete",0.283696902311718,"No preference","Mobile",30,58.4663772400791,0.108494370222617,0,1.00821917363331,48.14,"INT012",1
"MM00136","HH00825","Phone-F2F","Phone","Face-to-face",0,2024-01-05,"No response",19740,"Complete",19757,"Complete","Complete",0.487114111664204,"Web","Tablet",33,71.4357203028903,0.190626260547567,0,0.96976178194302,35.39,"INT020",1
"MM00137","HH00168","Web-Phone","Web","Phone",3,2024-01-14,"No response",19754,"Partial",NA,NA,"Partial",0.764568730540298,"Face-to-face","Mobile",34,65.8168246796567,0.0559202672931795,0,0.992220158095222,11.28,"INT002",0
"MM00138","HH00590","Web-Phone","Web","Phone",0,2024-01-30,"No response",19772,"No response",NA,NA,"No response",0.480328450406332,"Face-to-face","Desktop",26,47.1277338309112,0.117993047196874,0,0.931012725549437,12.11,"INT017",0
"MM00139","HH00639","F2F only","Face-to-face","Face-to-face",2,2024-01-01,"Partial",NA,NA,19739,"Complete","Complete",0.733155171153506,"Phone","Mobile",32,77.4909921284746,0.168010049385411,0,1.12046605421928,35.41,"INT044",1
"MM00140","HH01452","F2F only","Face-to-face","Face-to-face",0,2024-01-26,"No response",NA,NA,19782,"Complete","Complete",0.702240989654483,"Phone","Desktop",80,92.8558585308217,0.172626301935927,1,1.02333943099168,28.52,"INT050",1
"MM00141","HH00089","Web-F2F","Web","Face-to-face",3,2024-01-05,"No response",NA,NA,19749,"Complete","Complete",0.0695199505608472,"Web","Desktop",35,62.566019811099,0.349597398064062,0,1.07110339625052,47.96,"INT021",1
"MM00142","HH01306","F2F only","Face-to-face","Face-to-face",0,2024-01-13,"No response",NA,NA,19762,"Refused","Refused",0.145907261987585,"Web","Tablet",23,60.1026253523047,0.113723025828511,0,1.09443487648982,33.93,"INT040",0
"MM00143","HH00178","F2F only","Face-to-face","Face-to-face",0,2024-01-06,"Partial",NA,NA,19746,"Complete","Complete",0.127998211348584,"Phone","Mobile",44,55.6001623038043,0.141085413561559,0,0.985750917603046,35.62,"INT020",1
"MM00144","HH01182","Web only","Web","Web",0,2024-01-22,"No response",NA,NA,NA,NA,"No response",0.286288684094581,"Web","Tablet",18,51.9805069907938,0.104155596355824,0,0.981363367898905,4.77,NA,1
"MM00145","HH01158","Web-F2F","Web","Face-to-face",2,2024-01-30,"Complete",NA,NA,19768,"Complete","Complete",0.244865332784204,"No preference","NA",49,86.7466227082055,0.0838168379026806,0,0.858841631568063,41.59,"INT012",0
"MM00146","HH01288","Web only","Web","Web",2,2024-01-09,"Complete",NA,NA,NA,NA,"Complete",0.834492429099564,"Phone","Mobile",19,87.0865546674145,0.0936977402088464,0,1.24450654580071,4.15,NA,1
"MM00147","HH00680","F2F only","Face-to-face","Face-to-face",0,2024-01-30,"Partial",NA,NA,19779,"Partial","Partial",0.0940204208935754,"Phone","Desktop",32,68.0454425570916,0.0585485185651944,0,0.951894998294366,37.86,"INT032",0
"MM00148","HH01310","F2F only","Face-to-face","Face-to-face",1,2024-01-05,"Partial",NA,NA,19757,"Complete","Complete",0.510977827047542,"Web","Tablet",60,83.8646863269731,0.17145988754507,1,1.17885281870548,32.82,"INT012",1
"MM00149","HH01112","F2F only","Face-to-face","Face-to-face",0,2024-01-24,"No response",NA,NA,19776,"Complete","Complete",0.718561867939758,"No preference","Mobile",45,90.4129974524643,0.0293894470135999,0,1.00609597179854,48.27,"INT045",1
"MM00150","HH00570","Web-F2F","Web","Face-to-face",0,2024-01-22,"No response",NA,NA,19764,"Complete","Complete",0.427534422389404,"Web","Mobile",47,72.9795692784833,0.195414633946556,0,1.08894169896147,44.33,"INT027",1
"MM00151","HH00351","Phone-F2F","Phone","Face-to-face",0,2024-01-04,"No response",19743,"Complete",19756,"Partial","Partial",0.472574425926122,"No preference","Mobile",43,62.737194572522,0.0485830975319956,0,1.04182152746264,32.04,"INT001",1
"MM00152","HH01038","F2F only","Face-to-face","Face-to-face",0,2024-01-14,"No response",NA,NA,19752,"Refused","Refused",0.300150069090603,"Face-to-face","Mobile",53,60.6396182577839,0.160735506269593,0,0.939249008991535,36.38,"INT048",1
"MM00153","HH01134","Web-Phone","Web","Phone",0,2024-01-28,"No response",19762,"No response",NA,NA,"No response",0.322148507836329,"Face-to-face","NA",23,76.8695871440281,0.120012112844728,0,0.997825041052242,11.01,"INT010",0
"MM00154","HH01161","Web-F2F","Web","Face-to-face",2,2024-01-10,"No response",NA,NA,19765,"Complete","Complete",0.331092653461611,"Phone","Mobile",48,78.2515071147347,0.0903938320274638,0,0.947773125897913,45.53,"INT036",0
"MM00155","HH00934","Web only","Web","Web",0,2024-01-15,"No response",NA,NA,NA,NA,"No response",0.497790256348559,"Phone","Mobile",16,78.6088784445148,0.0910285538027948,0,0.968911451193607,3.46,NA,1
"MM00156","HH00287","Web-F2F","Web","Face-to-face",1,2024-01-24,"Partial",NA,NA,19761,"Complete","Complete",0.281642163550992,"No preference","NA",26,59.4419549407589,0.064969593181425,0,0.992468424561894,42.61,"INT016",1
"MM00157","HH01081","Web only","Web","Web",0,2024-01-19,"No response",NA,NA,NA,NA,"No response",0.836273631595136,"No preference","Mobile",17,55.5633182446244,0.146298213751475,0,1.11332488246603,3.23,NA,1
"MM00158","HH00267","Phone-F2F","Phone","Face-to-face",0,2024-01-15,"No response",19752,"Complete",19758,"Complete","Complete",0.607316040083024,"Face-to-face","NA",50,63.7041279233449,0.0205604353509797,0,1.13400706173883,47.16,"INT047",1
"MM00159","HH00385","Web-Phone","Web","Phone",0,2024-01-30,"Partial",19764,"Partial",NA,NA,"Partial",0.328115767072763,"No preference","Mobile",28,80.266414213997,0.121071865372866,0,1.05221495191892,11.19,"INT026",0
"MM00160","HH00066","F2F only","Face-to-face","Face-to-face",0,2024-01-22,"No response",NA,NA,19761,"Complete","Complete",0.741726500555945,"Face-to-face","Tablet",41,53.0671131663965,0.0796189589300023,0,1.13027683132157,42.07,"INT009",1
"MM00161","HH01448","Phone-F2F","Phone","Face-to-face",1,2024-01-05,"No response",19740,"Complete",19759,"Complete","Complete",0.165573653260591,"Phone","Desktop",54,86.3704936823346,0.13281136165185,0,0.90357195749622,42.7,"INT026",1
"MM00162","HH00496","Web-F2F","Web","Face-to-face",0,2024-01-17,"Complete",NA,NA,19753,"Complete","Complete",0.375564365381002,"Face-to-face","NA",75,63.0678941704544,0.049283452769541,1,0.878978034718639,49.53,"INT007",1
"MM00163","HH00225","Web only","Web","Web",1,2024-01-03,"Complete",NA,NA,NA,NA,"Complete",0.125459577540061,"Phone","Tablet",24,74.7617997446806,0.16437668250748,0,1.12687852417712,3.73,NA,1
"MM00164","HH01284","Web only","Web","Web",1,2024-01-31,"Partial",NA,NA,NA,NA,"Partial",0.625879486854173,"Face-to-face","Tablet",22,47.793354264064,0.117112788525679,0,0.958528642519118,4.87,NA,1
"MM00165","HH01470","Web-Phone","Web","Phone",0,2024-01-19,"No response",19748,"No response",NA,NA,"No response",0.493853720297475,"Web","NA",40,47.8318838518262,0.0769695846030328,0,1.07518406233805,8.92,"INT033",1
"MM00166","HH01053","F2F only","Face-to-face","Face-to-face",2,2024-01-05,"No response",NA,NA,19741,"Complete","Complete",0.433124424495167,"No preference","Desktop",65,95.1818046456985,0.0662218725177482,0,1.023533209312,48.54,"INT044",1
"MM00167","HH00510","Phone-F2F","Phone","Face-to-face",0,2024-01-05,"No response",19741,"Complete",19753,"Complete","Complete",0.77436618129518,"No preference","Mobile",44,57.0240656170276,0.0432440213795848,0,1.1194459131297,25.5,"INT020",1
"MM00168","HH00655","F2F only","Face-to-face","Face-to-face",1,2024-01-30,"No response",NA,NA,19780,"Complete","Complete",0.672203507314951,"Web","NA",69,79.804501245573,0.0244085347643165,0,1.01772569012158,40.59,"INT025",1
"MM00169","HH00770","Web-F2F","Web","Face-to-face",0,2024-01-04,"No response",NA,NA,19753,"Complete","Complete",0.424182004216463,"Face-to-face","Desktop",63,84.9639388588009,0.068705190415595,0,1.05347451379363,40.42,"INT025",1
"MM00170","HH01375","Web-F2F","Web","Face-to-face",0,2024-01-01,"Complete",NA,NA,19750,"Complete","Complete",0.0835701497054032,"Phone","Mobile",21,76.7503620286067,0.0771985649118261,0,0.87336667122025,38.1,"INT046",0
"MM00171","HH00593","Phone-F2F","Phone","Face-to-face",0,2024-01-19,"Complete",19749,"No response",19772,"Complete","Complete",0.634275124209986,"Web","Desktop",55,79.6339188517232,0.0898388797174897,0,0.869933063802981,27.69,"INT034",1
"MM00172","HH00623","Web-F2F","Web","Face-to-face",1,2024-01-04,"No response",NA,NA,19749,"Complete","Complete",0.731399153907906,"Face-to-face","Mobile",11,68.1074962595915,0.0200862183793917,0,1.0034634894215,46.4,"INT017",0
"MM00173","HH01442","F2F only","Face-to-face","Face-to-face",1,2024-01-22,"No response",NA,NA,19763,"Complete","Complete",0.251966103067858,"No preference","NA",34,73.8984438798567,0.0725589773687741,0,1.07385631589996,36.87,"INT011",0
"MM00174","HH01494","F2F only","Face-to-face","Face-to-face",0,2024-01-03,"Partial",NA,NA,19752,"Complete","Complete",0.649728090978668,"Web","Mobile",50,85.7661565659686,0.0550553384898111,0,1.05113560260432,26.53,"INT031",1
"MM00175","HH00173","Phone-F2F","Phone","Face-to-face",2,2024-01-28,"No response",19769,"Complete",19767,"Complete","Complete",0.211659619798343,"Face-to-face","Mobile",26,62.4746383584971,0.172220781099384,0,0.874136654794538,36.92,"INT043",1
"MM00176","HH01282","F2F only","Face-to-face","Face-to-face",2,2024-01-11,"No response",NA,NA,19760,"Refused","Refused",0.231578482463848,"Face-to-face","NA",70,83.5748941523045,0.0240548951893198,0,0.866103527982079,42.84,"INT036",0
"MM00177","HH00344","Web-Phone","Web","Phone",0,2024-01-24,"No response",19766,"Partial",NA,NA,"Partial",0.778611256475423,"No preference","NA",29,83.553611375684,0.130674601660478,0,1.14340040177084,10.46,"INT012",1
"MM00178","HH01052","Web only","Web","Web",1,2024-01-07,"No response",NA,NA,NA,NA,"No response",0.198868629245187,"Face-to-face","Mobile",9,54.3062614947521,0.0398370089867068,0,1.19976025059343,4.13,NA,1
"MM00179","HH01054","Web-Phone","Web","Phone",0,2024-01-24,"No response",19754,"Partial",NA,NA,"Partial",0.599123891125163,"Web","Tablet",38,48.934139224616,0.149232267899365,0,0.97246415432082,8.17,"INT024",0
"MM00180","HH00383","F2F only","Face-to-face","Face-to-face",0,2024-01-09,"No response",NA,NA,19747,"Refused","Refused",0.440458986400374,"Phone","Desktop",38,72.321237285268,0.14909562757253,0,1.18938111769944,31.06,"INT004",1
"MM00181","HH00690","Phone-F2F","Phone","Face-to-face",2,2024-01-16,"Complete",19750,"Complete",19766,"Complete","Complete",0.556312691368049,"No preference","Mobile",48,69.1720349391258,0.0751034331200577,0,0.968174775281971,44.95,"INT001",1
"MM00182","HH00765","F2F only","Face-to-face","Face-to-face",0,2024-01-08,"No response",NA,NA,19763,"Complete","Complete",0.750294231225877,"Web","Tablet",47,65.1210127696927,0.0733198526267801,0,0.943940278982459,40.71,"INT024",0
"MM00183","HH01068","Phone-F2F","Phone","Face-to-face",1,2024-01-23,"Partial",19759,"Complete",19768,"Partial","Partial",0.284071207928591,"No preference","Mobile",37,94.1647607863683,0.0458129885967659,0,0.859764908167933,31.12,"INT040",0
"MM00184","HH00417","Web only","Web","Web",0,2024-01-17,"No response",NA,NA,NA,NA,"No response",0.495904802417246,"Face-to-face","Mobile",22,86.6659524283013,0.021854169733602,0,0.923232020402512,2.71,NA,0
"MM00185","HH00889","Web-F2F","Web","Face-to-face",0,2024-01-25,"No response",NA,NA,19765,"Complete","Complete",0.0473808492518187,"No preference","Mobile",55,80.6716923505388,0.0433994688372535,0,1.01443296261859,41.02,"INT050",0
"MM00186","HH00458","F2F only","Face-to-face","Face-to-face",0,2024-01-11,"No response",NA,NA,19756,"Partial","Partial",0.143767887778112,"No preference","NA",43,87.7689895944245,0.056436407596953,0,1.05472426347102,30.99,"INT040",1
"MM00187","HH01154","Web-F2F","Web","Face-to-face",0,2024-01-11,"No response",NA,NA,19763,"Complete","Complete",0.119779085569334,"Face-to-face","Mobile",44,67.536874546693,0.0839157768302143,0,1.03948812660188,37.27,"INT006",1
"MM00188","HH01249","Web-Phone","Web","Phone",0,2024-01-26,"No response",19763,"No response",NA,NA,"No response",0.0789773433917923,"Phone","Tablet",30,74.165258388013,0.0803552978435551,0,0.981946894861019,14.77,"INT036",0
"MM00189","HH00673","Web-F2F","Web","Face-to-face",2,2024-01-12,"Complete",NA,NA,19750,"Complete","Complete",0.334499994741516,"Web","Mobile",58,83.8922790688094,0.146966564112702,0,1.09602377099124,26.52,"INT031",1
"MM00190","HH01153","F2F only","Face-to-face","Face-to-face",1,2024-01-20,"No response",NA,NA,19757,"Partial","Partial",0.386940232258532,"Face-to-face","Mobile",39,81.3675096762272,0.118722679290905,1,1.05096764294203,37.89,"INT042",1
"MM00191","HH00779","F2F only","Face-to-face","Face-to-face",0,2024-01-07,"No response",NA,NA,19762,"Complete","Complete",0.660498739574532,"No preference","Tablet",33,92.5047547833635,0.0968982345905695,0,0.845160476698734,25.39,"INT014",1
"MM00192","HH01090","Web only","Web","Web",2,2024-01-27,"No response",NA,NA,NA,NA,"No response",0.2798480458146,"Web","Tablet",18,46.3335136212536,0.175518051499704,0,1.02779799581794,4.21,NA,1
"MM00193","HH00700","Web-F2F","Web","Face-to-face",0,2024-01-27,"No response",NA,NA,19775,"Complete","Complete",0.81993310641014,"Face-to-face","NA",52,71.06957008577,0.0527923265401974,0,1.00535831565642,34.09,"INT050",1
"MM00194","HH00838","F2F only","Face-to-face","Face-to-face",3,2024-01-18,"No response",NA,NA,19756,"Partial","Partial",0.380056999988321,"Phone","Tablet",57,63.6877896979988,0.0449772395011657,0,0.888663262790394,48.54,"INT026",1
"MM00195","HH00409","Phone-F2F","Phone","Face-to-face",0,2024-01-04,"No response",19737,"Partial",19747,"Complete","Complete",0.497058819446935,"Phone","Mobile",60,69.6112305807541,0.0539984361684585,0,1.05271964281347,45.13,"INT009",1
"MM00196","HH01359","Web-Phone","Web","Phone",2,2024-01-11,"No response",19746,"Complete",NA,NA,"Complete",0.244862778232459,"No preference","Mobile",44,66.171773760848,0.202479457097987,0,0.981253165108857,9.83,"INT047",0
"MM00197","HH01190","Web only","Web","Web",1,2024-01-10,"Complete",NA,NA,NA,NA,"Complete",0.530352053640043,"Phone","NA",15,54.2333392595308,0.273396818692136,0,0.974348432247968,4.54,NA,0
"MM00198","HH00517","F2F only","Face-to-face","Face-to-face",2,2024-01-29,"No response",NA,NA,19780,"Refused","Refused",0.236141690138783,"Phone","Desktop",53,56.9608243899095,0.243317679511819,0,0.948307951954625,34.24,"INT009",1
"MM00199","HH00652","Phone-F2F","Phone","Face-to-face",0,2024-01-27,"No response",19758,"Complete",19765,"Refused","Refused",0.234393512831507,"Phone","Desktop",24,61.6374349672435,0.0411305899775005,0,0.989920424701811,39.4,"INT015",1
