"person_id","household_id","ea_id","member_number","relationship","age","gender","marital_status","education_level","employment_status","occupation_code","industry_code","hours_worked_week","income_monthly","chronic_illness","disability","school_attendance","literacy","birth_certificate","id_document","mobile_phone","migrant_status"
"HH00003_006_01","HH00003_006","EA04794",1,"Head",47,"Male","Never married","None","Homemaker",NA,NA,NA,NA,0,0,"Not attending",0,1,0,1,"Internal"
"HH00003_006_02","HH00003_006","EA04794",2,"Child",25,"Female","Married","Primary complete","Employed",NA,NA,42,113,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_007_01","HH00003_007","EA04794",1,"Head",34,"Female","Married","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_007_02","HH00003_007","EA04794",2,"Spouse",41,"Male","Married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_007_03","HH00003_007","EA04794",3,"Child",13,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00003_007_04","HH00003_007","EA04794",4,"Other relative",21,"Male","Never married","Secondary incomplete","Employed",NA,NA,54,484,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00003_007_05","HH00003_007","EA04794",5,"Non-relative",14,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,0,0,1,"Non-migrant"
"HH00003_007_06","HH00003_007","EA04794",6,"Child",12,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00003_008_01","HH00003_008","EA04794",1,"Head",50,"Female","Never married","Tertiary","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_008_02","HH00003_008","EA04794",2,"Sibling",20,"Male","Married","Primary complete","Employed",NA,NA,57,195,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00003_009_01","HH00003_009","EA04794",1,"Head",69,"Male","Married","Primary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_009_02","HH00003_009","EA04794",2,"Spouse",63,"Female","Never married","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00003_009_03","HH00003_009","EA04794",3,"Child",7,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Internal"
"HH00003_010_01","HH00003_010","EA04794",1,"Head",59,"Male","Widowed","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_010_02","HH00003_010","EA04794",2,"Spouse",58,"Female","Married","Secondary incomplete","Employed",NA,NA,42,181,0,1,"Not attending",1,0,1,1,"Non-migrant"
"HH00003_010_03","HH00003_010","EA04794",3,"Child",17,"Female","Widowed","Primary incomplete","Employed",NA,NA,58,386,0,0,"Not attending",0,0,1,1,"Non-migrant"
"HH00003_010_04","HH00003_010","EA04794",4,"Child",20,"Female","Never married","Primary complete","Employed",NA,NA,50,1542,0,1,"Attending",1,1,1,1,"Non-migrant"
"HH00003_010_05","HH00003_010","EA04794",5,"Other relative",36,"Female","Married","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00003_010_06","HH00003_010","EA04794",6,"Non-relative",8,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Internal"
"HH00003_011_01","HH00003_011","EA04794",1,"Head",20,"Female","Never married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Attending",1,0,1,1,"Non-migrant"
"HH00003_011_02","HH00003_011","EA04794",2,"Other relative",41,"Female","Separated","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_011_03","HH00003_011","EA04794",3,"Child",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,1,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00003_011_04","HH00003_011","EA04794",4,"Child",3,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"International"
"HH00003_011_05","HH00003_011","EA04794",5,"Child",1,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Internal"
"HH00003_011_06","HH00003_011","EA04794",6,"Child",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,1,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00003_011_07","HH00003_011","EA04794",7,"Child",3,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00003_012_01","HH00003_012","EA04794",1,"Head",36,"Female","Never married","Primary incomplete","Student",NA,NA,NA,NA,0,1,"Not attending",1,1,0,1,"Non-migrant"
"HH00003_012_02","HH00003_012","EA04794",2,"Spouse",34,"Male","Married","Primary complete","Employed",NA,NA,31,553,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_012_03","HH00003_012","EA04794",3,"Sibling",21,"Male","Separated","Tertiary","Employed",NA,NA,46,477,1,0,"Attending",1,1,1,1,"Non-migrant"
"HH00003_012_04","HH00003_012","EA04794",4,"Sibling",21,"Female","Married","Secondary complete","Employed",NA,NA,25,307,1,0,"Attending",1,0,1,0,"Non-migrant"
"HH00003_012_05","HH00003_012","EA04794",5,"Parent",59,"Female","Married","Primary complete","Employed",NA,NA,30,702,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00003_013_01","HH00003_013","EA04794",1,"Head",28,"Female","Married","None","Employed",NA,NA,38,647,1,1,"Not attending",0,1,1,1,"Non-migrant"
"HH00003_013_02","HH00003_013","EA04794",2,"Grandchild",19,"Male","Married","Primary incomplete","Employed",NA,NA,45,1031,0,0,"Attending",0,1,1,1,"Non-migrant"
"HH00003_013_03","HH00003_013","EA04794",3,"Child",6,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,0,"Non-migrant"
"HH00003_014_01","HH00003_014","EA04794",1,"Head",32,"Female","Married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_014_02","HH00003_014","EA04794",2,"Spouse",34,"Male","Married","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_014_03","HH00003_014","EA04794",3,"Child",15,"Female","Married","Secondary complete","Employed",NA,NA,46,1215,1,0,"Not attending",1,1,0,0,"Internal"
"HH00003_014_04","HH00003_014","EA04794",4,"Child",13,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00003_014_05","HH00003_014","EA04794",5,"Child",13,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Internal"
"HH00003_015_01","HH00003_015","EA04794",1,"Head",23,"Female","Married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00003_015_02","HH00003_015","EA04794",2,"Spouse",37,"Male","Married","None","Employed",NA,NA,56,840,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00003_015_03","HH00003_015","EA04794",3,"Parent",58,"Male","Divorced","Primary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00003_016_01","HH00003_016","EA04794",1,"Head",42,"Female","Married",NA,"Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00003_016_02","HH00003_016","EA04794",2,"Spouse",42,"Male","Divorced","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_016_03","HH00003_016","EA04794",3,"Other relative",13,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Not attending",0,1,0,1,"Non-migrant"
"HH00003_016_04","HH00003_016","EA04794",4,"Parent",64,"Female","Never married","Secondary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,0,0,1,"Internal"
"HH00003_016_05","HH00003_016","EA04794",5,"Child",13,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00003_016_06","HH00003_016","EA04794",6,"Grandchild",29,"Male","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_017_01","HH00003_017","EA04794",1,"Head",29,"Female","Married","None","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_017_02","HH00003_017","EA04794",2,"Spouse",31,"Male","Married","Primary incomplete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00003_017_03","HH00003_017","EA04794",3,"Child",13,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,1,"Non-migrant"
"HH00003_017_04","HH00003_017","EA04794",4,"Other relative",52,"Male","Married","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_017_05","HH00003_017","EA04794",5,"Child",14,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00003_017_06","HH00003_017","EA04794",6,"Child",12,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00003_018_01","HH00003_018","EA04794",1,"Head",19,"Female","Married","Tertiary","Employed",NA,NA,NA,66,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00003_018_02","HH00003_018","EA04794",2,"Spouse",23,"Male","Widowed","Primary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_018_03","HH00003_018","EA04794",3,"Sibling",21,"Male","Divorced","Secondary incomplete","Employed",NA,NA,43,404,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00003_018_04","HH00003_018","EA04794",4,"Child",0,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00003_018_05","HH00003_018","EA04794",5,"Parent",58,"Male","Never married","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00003_019_01","HH00003_019","EA04794",1,"Head",65,"Female","Married","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00003_019_02","HH00003_019","EA04794",2,"Grandchild",12,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00003_019_03","HH00003_019","EA04794",3,"Child",22,"Female","Married","Secondary incomplete","Employed",NA,NA,48,3735,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00003_019_04","HH00003_019","EA04794",4,"Parent",97,"Male","Married","Secondary incomplete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00003_019_05","HH00003_019","EA04794",5,"Non-relative",25,"Female","Married","None","Employed",NA,NA,59,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00003_019_06","HH00003_019","EA04794",6,"Other relative",37,"Female","Married","Tertiary","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,0,0,"Non-migrant"
"HH00003_019_07","HH00003_019","EA04794",7,"Child",30,"Male","Widowed","Secondary incomplete","Employed",NA,NA,43,1321,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00003_019_08","HH00003_019","EA04794",8,"Other relative",40,"Male","Married","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_001_01","HH00004_001","EA02862",1,"Head",51,"Female","Widowed","Secondary complete","Employed",NA,NA,25,1083,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_001_02","HH00004_001","EA02862",2,"Sibling",9,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00004_001_03","HH00004_001","EA02862",3,"Child",29,"Male","Married","Primary incomplete","Employed",NA,NA,45,585,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00004_001_04","HH00004_001","EA02862",4,"Other relative",15,"Male","Married","Primary complete","Employed",NA,NA,39,193,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00004_001_05","HH00004_001","EA02862",5,"Other relative",11,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00004_001_06","HH00004_001","EA02862",6,"Child",9,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00004_002_01","HH00004_002","EA02862",1,"Head",49,"Female","Divorced","Primary complete","Employed",NA,NA,34,1039,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00004_002_02","HH00004_002","EA02862",2,"Spouse",56,"Male","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00004_002_03","HH00004_002","EA02862",3,"Other relative",13,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Not attending",0,1,0,1,"Non-migrant"
"HH00004_003_01","HH00004_003","EA02862",1,"Head",38,"Female","Never married","Tertiary","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_003_02","HH00004_003","EA02862",2,"Spouse",43,"Male","Never married","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00004_003_03","HH00004_003","EA02862",3,"Child",17,"Female","Married","Secondary complete","Employed",NA,NA,41,225,0,0,"Attending",1,1,1,1,"Internal"
"HH00004_003_04","HH00004_003","EA02862",4,"Grandchild",35,"Male","Married","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_003_05","HH00004_003","EA02862",5,"Other relative",37,"Male","Divorced","None","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00004_004_01","HH00004_004","EA02862",1,"Head",54,"Male","Married","Secondary complete","Student",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_004_02","HH00004_004","EA02862",2,"Spouse",55,"Female","Married","Primary complete","Employed",NA,NA,34,477,1,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00004_005_01","HH00004_005","EA02862",1,"Head",56,"Female","Married","Secondary complete","Employed",NA,NA,38,296,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00004_005_02","HH00004_005","EA02862",2,"Child",29,"Male","Never married","Primary incomplete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_005_03","HH00004_005","EA02862",3,"Non-relative",34,"Male","Never married","Secondary incomplete","Employed",NA,NA,25,292,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_005_04","HH00004_005","EA02862",4,"Sibling",12,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00004_005_05","HH00004_005","EA02862",5,"Parent",82,"Female","Married",NA,"Retired",NA,NA,NA,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00004_006_01","HH00004_006","EA02862",1,"Head",28,"Male","Married","Secondary incomplete","Student",NA,NA,NA,NA,1,0,"Not attending",1,1,0,1,"Internal"
"HH00004_006_02","HH00004_006","EA02862",2,"Spouse",25,"Female","Married","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00004_006_03","HH00004_006","EA02862",3,"Non-relative",34,"Male","Never married","Secondary incomplete","Employed",NA,NA,24,447,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00004_006_04","HH00004_006","EA02862",4,"Grandchild",13,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00004_006_05","HH00004_006","EA02862",5,"Child",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00004_007_01","HH00004_007","EA02862",1,"Head",35,"Male","Married","Secondary complete","Employed",NA,NA,54,318,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00004_007_02","HH00004_007","EA02862",2,"Child",4,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00004_007_03","HH00004_007","EA02862",3,"Child",17,"Female","Never married","Secondary incomplete","Student",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Internal"
"HH00004_008_01","HH00004_008","EA02862",1,"Head",38,"Female","Never married","Primary complete","Employed",NA,NA,54,614,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_008_02","HH00004_008","EA02862",2,"Spouse",40,"Male","Divorced","Tertiary","Employed",NA,NA,33,627,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_008_03","HH00004_008","EA02862",3,"Child",12,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Internal"
"HH00004_008_04","HH00004_008","EA02862",4,"Child",17,"Female","Separated","Secondary complete","Homemaker",NA,NA,NA,NA,1,0,"Attending",1,1,1,1,"International"
"HH00004_009_01","HH00004_009","EA02862",1,"Head",47,"Male","Married","None","Unemployed",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_009_02","HH00004_009","EA02862",2,"Spouse",51,"Female","Never married","Secondary incomplete","Unemployed",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_009_03","HH00004_009","EA02862",3,"Child",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00004_009_04","HH00004_009","EA02862",4,"Sibling",32,"Female","Never married","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_009_05","HH00004_009","EA02862",5,"Grandchild",24,"Male","Divorced","None","Homemaker",NA,NA,NA,NA,0,1,"Attending",0,1,1,1,"Non-migrant"
"HH00004_009_06","HH00004_009","EA02862",6,"Child",17,"Male","Married","Primary complete","Employed",NA,NA,38,1130,1,0,"Attending",1,0,1,1,"Non-migrant"
"HH00004_009_07","HH00004_009","EA02862",7,"Non-relative",8,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",0,1,0,0,"Non-migrant"
"HH00004_010_01","HH00004_010","EA02862",1,"Head",35,"Female","Married","Secondary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_010_02","HH00004_010","EA02862",2,"Spouse",37,"Male","Never married","Tertiary","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00004_010_03","HH00004_010","EA02862",3,"Child",19,"Female","Married","Secondary incomplete","Employed",NA,NA,48,764,0,1,"Not attending",1,0,1,0,"Non-migrant"
"HH00004_010_04","HH00004_010","EA02862",4,"Grandchild",23,"Male","Married","Primary complete","Employed",NA,NA,52,1400,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00004_011_01","HH00004_011","EA02862",1,"Head",47,"Female","Married","Secondary incomplete","Employed",NA,NA,43,1831,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_011_02","HH00004_011","EA02862",2,"Spouse",50,"Male","Married","Primary complete","Employed",NA,NA,40,1262,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00004_011_03","HH00004_011","EA02862",3,"Other relative",28,"Male","Widowed","None","Employed",NA,NA,51,490,1,0,"Not attending",1,1,1,1,"Internal"
"HH00004_011_04","HH00004_011","EA02862",4,"Other relative",11,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",0,0,0,0,"Non-migrant"
"HH00004_011_05","HH00004_011","EA02862",5,"Sibling",40,"Female","Divorced","Secondary complete","Employed",NA,NA,34,1738,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00004_011_06","HH00004_011","EA02862",6,"Child",27,"Male","Married","None","Employed",NA,NA,47,618,0,0,"Not attending",0,0,1,0,"Non-migrant"
"HH00005_001_01","HH00005_001","EA02489",1,"Head",47,"Male","Married","Primary complete","Employed",NA,NA,27,536,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00005_001_02","HH00005_001","EA02489",2,"Spouse",47,"Female","Never married","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00005_002_01","HH00005_002","EA02489",1,"Head",38,"Male","Never married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00005_003_01","HH00005_003","EA02489",1,"Head",45,"Female","Married","Secondary complete","Employed",NA,NA,52,294,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00005_003_02","HH00005_003","EA02489",2,"Spouse",40,"Male","Married","None","Employed",NA,NA,37,819,0,0,"Not attending",1,1,1,1,"Internal"
"HH00005_003_03","HH00005_003","EA02489",3,"Sibling",63,"Female","Widowed","Primary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00005_004_01","HH00005_004","EA02489",1,"Head",35,"Male","Never married","None","Employed",NA,NA,38,2592,0,0,"Not attending",1,1,1,1,"Non-migrant"
